stock_id,bid_price1,ask_price1,bid_price2,ask_price2,bid_size1,ask_size1,bid_size2,ask_size2,wap1,wap2,wap1_squared_log_returns,wap2_squared_log_returns
0,0.9995350241661072,1.0005711317062378,0.9993380308151245,1.000771164894104,119.54892950391645,105.08524847693647,84.45078894691035,82.25328938207137,1.0000861071007359,1.000059735089307,5.6018937118089816e-08,1.2885375334678982e-07
1,0.9996627569198608,1.0003756284713745,0.9994896650314331,1.0005555152893066,141.60958746736293,144.01158093994778,127.77252828546563,131.97651566579634,1.000015309644026,1.000015875065595,5.539539274421962e-08,9.552100148973181e-08
2,0.9998902082443237,1.000154972076416,0.9997732639312744,1.0002696514129639,194.7887902523934,200.66011140121844,215.51570365535247,222.5980630983464,1.0000208509461166,1.0000187633155464,2.4938695493691695e-08,4.582411190315421e-08
3,0.9994165301322937,1.000496745109558,0.999173104763031,1.0007550716400146,132.98026196692777,142.1433320278503,115.47830156657963,128.95703742384683,0.9999339373480453,0.9999252326306933,1.1073851159560772e-07,2.1572690609636695e-07
4,0.9996348023414612,1.0005507469177246,0.9995025992393494,1.0006914138793945,106.41460313315928,100.80902828546562,82.09285204525675,68.35820844212358,1.0001005142587822,1.0001358237829472,6.017431736573204e-08,1.206865609341961e-07
5,0.9994741082191467,1.0006145238876343,0.9993159174919128,1.0007795095443726,65.540682332463,68.5549321148825,52.72409268929504,55.72483072236727,1.0000310343182168,1.0000283949880158,7.335963758272773e-08,1.5669202352018555e-07
6,0.9995436072349548,1.0005083084106445,0.9993218183517456,1.0007416009902954,140.59365578764144,174.46710226283724,123.11320757180157,147.64211618798956,1.0000096380728045,1.0000155024809874,1.2803959112060164e-07,2.3870318815068257e-07
7,0.9996914863586426,1.0003103017807007,0.999542236328125,1.0004594326019287,154.68536597040904,162.49430591818972,152.3758002610966,160.1170957354221,0.9999957844725698,0.9999961590715022,2.882530787811427e-08,5.8918885448647914e-08
8,0.9997338056564331,1.0003477334976196,0.9995757341384888,1.0005052089691162,180.4751000870322,183.36354221061794,170.77165796344647,176.61157876414273,1.0000375616854968,1.0000318465427105,5.575002894655767e-08,8.592112763777226e-08
9,0.999358594417572,1.0006155967712402,0.999072253704071,1.0008909702301025,135.2178363794604,147.36415404699738,99.90522323759791,113.21725500435161,0.9999619968083243,0.9999210806608729,9.056886493542575e-08,1.8837808195824178e-07
10,0.9999135136604309,1.0002676248550415,0.9997406601905823,1.0004407167434692,317.3173746736292,319.65004438642296,437.10599390774587,433.73316187989553,1.0000880691369165,1.0000903397047396,3.7132990389324224e-08,6.067149850895822e-08
11,0.9995347261428833,1.000412106513977,0.9993429183959961,1.0006064176559448,181.34122106179285,177.6675630983464,136.63960226283726,134.29930200174064,0.9999749763757805,0.9999718261548087,6.931110958439565e-08,1.2508334811464152e-07
13,0.9998562335968018,1.0001764297485352,0.9995980262756348,1.0004351139068604,689.5475093584051,696.7163458692435,964.6401950030469,957.8694337076695,1.0000173124313076,1.0000200810762103,2.2788996616924584e-08,3.6780903082503215e-08
14,0.9998766183853149,1.0000677108764648,0.9997764229774475,1.0001674890518188,251.9422463011314,235.77657441253263,319.74833463881635,304.9082954743255,0.9999731308874086,0.999974321688823,2.5126214278844363e-08,3.920787952978247e-08
15,0.9997297525405884,1.0003161430358887,0.9995827674865723,1.0004650354385376,158.06678894691035,151.19360835509138,143.08472106179286,141.76081897302,1.000027009199072,1.0000203382787871,4.37723665986669e-08,7.293183217161686e-08
16,0.9995944499969482,1.0006059408187866,0.9993510842323303,1.0008423328399658,126.45415665796345,124.60970583115753,102.54245343777198,102.09458224543081,1.0001074286252727,1.00010388124012,6.206976577449377e-08,1.3054325312276999e-07
17,0.9996398091316223,1.000232219696045,0.9994615912437439,1.0004115104675293,101.8778402959095,105.78884551784161,90.0924456048738,94.76964186248912,0.9999285850016754,0.9999221584426001,5.452650240342111e-08,1.1142919125433423e-07
18,0.9988022446632385,1.0009799003601074,0.9984272122383118,1.0013641119003296,61.27904612706701,71.15150174064404,55.394031331592686,61.04211096605744,0.9998085123273613,0.9997968268657542,2.0725182686002184e-07,4.5735498578334484e-07
19,0.9997953772544861,1.0003795623779297,0.9995961785316467,1.0005807876586914,207.2524590948651,193.8946501305483,203.50235204525674,197.17705744125325,1.0000961837632574,1.000098446708195,3.131955619364683e-08,5.998737727884716e-08
20,0.9997779726982117,1.0001544952392578,0.999643087387085,1.0002919435501099,145.06914360313317,152.09151087902524,150.98089904264577,153.41465274151437,0.9999628678011184,0.9999638566317615,2.9324806376925258e-08,5.0084310924153325e-08
21,0.999894380569458,1.0002559423446655,0.9995740652084351,1.0005762577056885,963.7536501305483,980.2502523933856,1399.0171631853786,1392.326233681462,1.000073882983855,1.0000793561346506,2.0609619277323214e-08,3.3711746619361346e-08
22,0.9995081424713135,1.0004425048828125,0.9993351697921753,1.0006226301193237,108.3804225413403,108.69610313315927,81.39175848563968,83.81467449956484,0.9999745663286678,0.9999699168561355,6.641426537373429e-08,1.3550514055812822e-07
23,0.9996864795684814,1.0004096031188965,0.9995571970939636,1.000544786453247,99.987636205396,102.56026283724978,77.11238946910356,79.79773759791122,1.0000451682420897,1.0000451783713007,5.53825578276005e-08,1.0709447847169867e-07
26,0.9998252987861633,1.0003588199615479,0.9996439218521118,1.0005425214767456,202.07472106179287,209.21002436901654,227.2334686684073,233.2745548302872,1.0000913128916362,1.0000935699002886,3.3901052246548425e-08,5.798354188364558e-08
27,0.9992138743400574,1.000838041305542,0.9989205002784729,1.001135230064392,94.78239208006963,96.5798133159269,71.68136248912097,69.90111836379461,1.0000210585555434,1.0000300915358646,1.424047233381553e-07,3.0422440900256785e-07
28,0.9997870922088623,1.00021231174469,0.9996503591537476,1.0003538131713867,216.5731227154047,215.11178981723236,213.37005613577023,210.72833812010444,1.0000010821569494,1.0000021012479514,2.9415667383802632e-08,4.8943171429816124e-08
29,0.9999818205833435,1.0000492334365845,0.9999422430992126,1.000087857246399,645.8426135770235,687.5599691035683,1180.2145530896432,1254.073628807659,1.000014593303582,1.0000134841946964,8.80591553185051e-09,9.788445431436982e-09
30,0.9996501207351685,1.0005810260772705,0.9994539618492126,1.00078284740448,107.35488816362054,110.94934029590948,87.32423933855526,91.45723107049608,1.0001155918284326,1.0001142699622654,6.250361189004612e-08,1.345858911597981e-07
31,0.9992659091949463,1.0004736185073853,0.9980612397193909,1.001676082611084,38139.003846823325,37320.472182767626,48868.20582375979,45415.62664534378,0.9998683154496821,0.9999036201218642,3.962408986641238e-08,8.290266796831145e-08
32,0.9998140931129456,1.0001888275146484,0.9994445443153381,1.0005580186843872,9905.155817667537,9911.279656657964,12108.049436031331,11977.708389033942,1.0000005196712385,1.0000048120982203,2.125438555914428e-08,3.6306139107085904e-08
33,0.9992316365242004,1.0008553266525269,0.9989780187606812,1.0011091232299805,80.32469364664927,77.58224281984334,63.912620974760664,62.693268929503915,1.0000464903254604,1.0000380023456668,1.1008566953638814e-07,2.430147632780612e-07
34,0.9997351169586182,1.0000905990600586,0.9996296763420105,1.0001972913742065,142.08949825935596,155.8888999129678,143.35162880765884,150.22730156657963,0.9999050181982786,0.9999032261956299,2.2104155887401264e-08,3.8406294671266955e-08
35,0.9997798204421997,1.000057339668274,0.9995489716529846,1.0002893209457397,1059.8515526544822,1022.0836514360313,1602.0203455178416,1558.8364638816363,0.9999172686859221,0.9999215821120213,3.1808941130903305e-08,4.915397084022884e-08
36,0.999787449836731,1.0001134872436523,0.9996594786643982,1.0002425909042358,205.24077371627502,204.88761662315056,230.32807310704962,235.64528416013925,0.9999500184847299,0.9999464242844083,3.1135378023069e-08,4.971052123090561e-08
37,0.9991871118545532,1.0008268356323242,0.9989742040634155,1.00103759765625,54.16122410791993,57.485577458659705,43.031545256745,45.896228024369016,0.9999923315431541,0.9999881173107533,1.2732362009749755e-07,2.5543607484454777e-07
38,0.999576210975647,1.0004359483718872,0.99940025806427,1.000597357749939,106.6097623416339,112.75006684141546,80.21871079073831,82.92520489296636,0.9999944291269744,0.9999870202515094,7.013563124641524e-08,1.4486166937326705e-07
39,0.9998074173927307,1.0001074075698853,0.9996791481971741,1.000238060951233,142.32911488250653,148.08613054830286,146.54438772845953,156.12246301131418,0.9999538083810726,0.9999500665877857,2.5826777898754227e-08,5.1748670835197445e-08
40,0.99927818775177,1.0004682540893555,0.9991005063056946,1.0006622076034546,82.21299347258486,82.18859268929504,67.86532811140121,66.26648912097475,0.9998600848616097,0.9998739314878524,8.950626817252599e-08,1.8552873447989515e-07
41,0.9999241828918457,1.0001658201217651,0.9996944069862366,1.0003958940505981,2220.015356396867,2282.0147941688424,3109.0665130548305,3130.97212924282,1.000045659743045,1.0000477363266802,1.3869970227450058e-08,2.17678735857545e-08
42,0.9997438192367554,1.0002408027648926,0.9995852708816528,1.0004005432128906,205.0335226283725,210.45261575282854,163.96896562228025,185.12161009573543,0.9999936731204717,0.9999880738186921,3.748484678509352e-08,6.909804680587629e-08
43,0.9999778270721436,1.0000247955322266,0.9999468922615051,1.0000553131103516,569.9246127067015,593.3917236727589,897.0973907745866,915.1409442993908,1.000000778883369,1.0000005824903262,6.384599177130386e-09,7.074094572203855e-09
44,0.9999151229858398,1.0001705884933472,0.999729335308075,1.0003564357757568,599.0556479547432,638.5939521322889,891.1354686684073,922.707362489121,1.0000418237416326,1.0000426797500002,3.2672424380701307e-08,4.7882075997211775e-08
46,0.9998363852500916,1.0000619888305664,0.999633252620697,1.000265121459961,1009.3992167101827,1030.9139677980852,1429.3343015665796,1416.1129064403829,0.9999484784136152,0.9999501971781866,1.1644755530251177e-08,1.902014737669249e-08
47,0.9999430775642395,1.0001896619796753,0.999715268611908,1.0004180669784546,1487.1463037423846,1484.7985648389904,2041.4792389033942,2027.7540739773717,1.0000665850603079,1.0000697893049735,1.649052872765708e-08,2.5416228583245107e-08
48,0.9997419714927673,1.000336766242981,0.9995664954185486,1.0005183219909668,189.3490091383812,172.8840774586597,144.35040295909488,144.16971148825064,1.0000525840210683,1.0000448729623062,3.662219220445124e-08,6.994540381369492e-08
50,0.9998814463615417,1.0001071691513062,0.9998188614845276,1.000170350074768,153.73984377719756,159.82608964316796,155.59674194952132,168.5857228024369,0.9999947963974084,0.9999937354628882,2.4075711388300967e-08,3.1570457119809986e-08
51,0.9998363852500916,1.0002063512802124,0.9996557831764221,1.0003865957260132,284.09670800696256,281.2516723237598,348.1773777197563,343.8231187989556,1.0000237688799505,1.0000246466259237,2.4883197478461772e-08,4.371676006793559e-08
52,0.9997924566268921,1.0001401901245117,0.9996461868286133,1.0002906322479248,175.27827589208007,175.7466309834639,179.2775221932115,186.90797867711052,0.9999663386706085,0.9999669175429833,3.286768607474042e-08,6.189949023138675e-08
53,0.9998003840446472,1.0002267360687256,0.9997076988220215,1.00032377243042,108.22498389904264,109.10829721496954,92.54746431679722,92.4538724978242,1.0000110911911206,1.0000116001574086,2.3953984842120512e-08,4.884668622707301e-08
55,0.999466061592102,1.0004284381866455,0.9992638230323792,1.0006359815597534,107.60461966927764,110.24289817232376,88.91523150565709,91.71970191470844,0.9999350317490829,0.9999229904915446,7.23855451310509e-08,1.482349953799067e-07
56,0.9997724294662476,1.0002233982086182,0.9996800422668457,1.0003175735473633,93.44514142732811,99.29149042645778,90.81830504786771,98.99505047867711,0.999992847056498,0.9999888345668211,5.217909114809415e-08,8.084694226177271e-08
58,0.9995365738868713,1.0003098249435425,0.999313235282898,1.0005288124084473,161.98206092254134,170.78844821583985,136.30927893820714,144.56587119234118,0.9999136968797406,0.9999072950126561,5.107420987019039e-08,1.039178211631198e-07
59,0.9997054934501648,1.000320553779602,0.9995708465576172,1.000459909439087,127.67967362924281,123.12166710182768,106.55742515230635,101.50753481288076,1.0000161369905036,1.0000217603504384,4.2823213510884326e-08,7.967696004429307e-08
60,0.9995417594909668,1.0003997087478638,0.9992716312408447,1.00064218044281,156.57225413402958,172.17222541340297,127.85496692776327,135.30543559617058,0.9999534757734048,0.9999474617846646,4.235673748967095e-08,9.121319017769365e-08
61,0.9998033046722412,1.0002119541168213,0.9997349977493286,1.0002800226211548,51.276712358572674,57.401678851174935,47.6011409921671,52.44302915578764,1.0000014585438386,1.000001107220883,3.5135065110569134e-08,5.5791728558202905e-08
62,0.99957275390625,1.0005751848220825,0.9994047284126282,1.0007362365722656,100.09871540469973,100.9243411662315,69.76074412532637,74.2158816362054,1.0000664540700788,1.0000543426092554,9.113481972901325e-08,1.781342951458704e-07
63,0.9998897910118103,1.000190258026123,0.9997146725654602,1.0003658533096313,478.0467946040035,533.8552223672759,588.6739682332463,684.7053999129678,1.0000379991970993,1.0000358952316766,3.2828248099160626e-08,4.681891380016556e-08
64,0.9999244809150696,1.000184178352356,0.999811053276062,1.000298023223877,182.34344908616188,185.34022976501305,190.79096518711924,192.86741601392515,1.0000547394492665,1.0000530938406291,1.8056007288851624e-08,3.014307588862602e-08
66,0.9996135830879211,1.0004053115844727,0.9993931651115417,1.0006301403045654,155.10728981723238,154.7983764142733,135.53473890339424,139.07294821583986,1.00001230155669,1.0000051655645734,4.8128325971691256e-08,9.837597300067083e-08
67,0.9998839497566223,1.0002566576004028,0.9997276067733765,1.0004136562347412,261.92874064403827,249.67388859878156,296.90334377719756,291.056544821584,1.0000743765972182,1.0000747668914238,2.437664694308213e-08,4.079365187909539e-08
68,0.9997993111610413,1.0002610683441162,0.9995974898338318,1.0004632472991943,205.76051087902525,205.30360269799826,219.63822845953,215.74030287206267,1.000027192495529,1.0000249915437847,3.9274876260644677e-08,7.952664673975508e-08
69,0.9999443888664246,1.0000544786453247,0.9998906850814819,1.0001083612442017,236.75412489120976,252.64955178416014,322.3048542210618,347.3042319408181,0.9999991015463425,0.9999991296203422,1.5448721670347637e-08,1.8266685826298652e-08
70,0.9998917579650879,1.0003806352615356,0.9996891021728516,1.000585913658142,287.8628037423847,270.0362136640557,283.4571000870322,275.7083690165361,1.0001405862245023,1.0001432371428318,2.9114624925489525e-08,5.385421692393925e-08
72,0.999751091003418,1.0004453659057617,0.9995368719100952,1.0006623268127441,190.7401000870322,188.88479634464753,172.36344342906875,171.18712967798086,1.0000994373768013,1.0000982822405655,3.907841888718831e-08,7.325801771452534e-08
73,0.9996796250343323,1.0002658367156982,0.999569296836853,1.0003823041915894,102.57133159268929,97.09907049608356,76.42981897302002,75.97758224543081,0.9999774930881326,0.999969559425399,4.4695767039134795e-08,8.256590823122903e-08
74,0.9997423887252808,1.0002533197402954,0.9993796944618225,1.000618577003479,549.4821549173195,536.0746436031332,733.4535639686684,725.3650426457789,1.000000699190952,1.0000061284167165,4.420657203222231e-08,6.877592038908385e-08
75,0.9992599487304688,1.0008620023727417,0.9989884495735168,1.0011576414108276,97.7675903194916,96.50479063288935,70.05119308783843,69.59151519108558,1.0000524203246728,1.0000661270626365,1.3964518736587683e-07,2.9375664859811344e-07
76,0.9996667504310608,1.0001918077468872,0.999504804611206,1.0003615617752075,125.45135900783289,131.7986131418625,112.49312532637076,118.62704786771106,0.9999191047775612,0.9999181483673496,5.044185322599763e-08,8.091469304771078e-08
77,0.9998056888580322,1.0001178979873657,0.9995103478431702,1.0004128217697144,5435.891134899913,5571.097031331593,6251.38499129678,6207.546724978242,0.9999613709321851,0.9999626434493832,2.983504003525409e-08,5.332397698795499e-08
