stock_id,price,size,order_count,price_squared_log_returns
0,0.05371471494436264,5.3548664055700606,0.17143690165361183,inf
1,0.12889789044857025,20.88857963446475,0.4013324630113142,inf
2,0.1891302466392517,36.90767406440383,0.5570731070496083,inf
3,0.12152019143104553,25.33061966927763,0.5150739773716275,inf
4,0.06069327890872955,8.18021496953873,0.23992645778938207,inf
5,0.05297360569238663,4.109302872062663,0.18256832027850303,inf
6,0.20128366351127625,55.17470931244561,1.0777793733681462,inf
7,0.07198990881443024,11.944776762402089,0.2086396866840731,inf
8,0.15850730240345,47.65308268059182,0.7139677980852915,inf
9,0.06944519281387329,12.54885726718886,0.27281766753698866,inf
10,0.22954590618610382,67.25500261096606,0.8648307223672759,inf
11,0.09950492531061172,23.362241949521323,0.3929804177545692,inf
13,0.13067638874053955,44.670744754940365,0.483497431879516,inf
14,0.3302956521511078,89.64835073977372,1.1786710182767624,inf
15,0.13710008561611176,23.82815056570931,0.4473324630113142,inf
16,0.05874963849782944,7.473657528285465,0.18893080939947782,inf
17,0.11948438733816147,14.908750652741514,0.3301483899042646,inf
18,0.037253063172101974,3.085768494342907,0.1327893820713664,inf
19,0.08979537338018417,17.338249347258486,0.28761444734551783,inf
20,0.14705736935138702,22.056424717145344,0.3834569190600522,inf
21,0.11529307812452316,56.421701044386424,0.5188868581375109,inf
22,0.08476141840219498,11.146364664926022,0.2967484769364665,inf
23,0.102390356361866,13.942008268059181,0.3742436901653612,inf
26,0.1253422051668167,24.592801566579634,0.3881840731070496,inf
27,0.05144190415740013,5.825641862489121,0.1878076588337685,inf
28,0.1475536823272705,37.94194429939078,0.5540561357702349,inf
29,0.5216846466064453,291.46673977371626,2.6392019147084422,inf
30,0.05678759887814522,6.397858137510879,0.17872062663185379,inf
31,0.056365422904491425,266.92368798955613,0.4296675369886858,inf
32,0.15520161390304565,263.0562776327241,0.9084595300261097,inf
33,0.040575068444013596,3.151159268929504,0.13589599651871193,inf
34,0.13618847727775574,23.305931679721496,0.3717684943429069,inf
35,0.23798643052577972,103.95715274151436,0.9359386422976501,inf
36,0.25924786925315857,69.7712637075718,1.001203220191471,inf
37,0.03793536126613617,2.6176845082680593,0.14203829416884248,inf
38,0.07886757701635361,11.566460463084317,0.2911821756225426,inf
39,0.175885409116745,26.796700174064405,0.4699212358572672,inf
40,0.06080680713057518,6.510442993907746,0.24241514360313315,inf
41,0.1886579692363739,147.09416100957355,1.0417650130548304,inf
42,0.14381776750087738,33.21924586597041,0.5236597040905135,inf
43,0.6323052048683167,474.3309029590949,4.242003916449086,inf
44,0.304241418838501,152.96221888598782,1.4123933855526545,inf
46,0.1538369059562683,64.98810661444735,0.6301514360313316,inf
47,0.1878061294555664,128.92923020017406,1.0271092254134029,inf
48,0.11245286464691162,22.605749347258485,0.4140113141862489,inf
50,0.42579731345176697,137.86728764142734,2.1117628372497825,inf
51,0.13115553557872772,27.25541949521323,0.40297606614447345,inf
52,0.17403995990753174,31.749496518711922,0.5142985204525674,inf
53,0.12168020755052567,17.792412097476067,0.4597815491731941,inf
55,0.08072809129953384,11.69499956483899,0.295141862489121,inf
56,0.28842541575431824,61.59454786771105,1.3311723237597912,inf
58,0.08724427223205566,16.830936031331593,0.2997980852915579,inf
59,0.10883983224630356,17.305366405570062,0.38632419495213227,inf
60,0.05700173228979111,9.912778067885117,0.1913259355961706,inf
61,0.24188922345638275,23.26752132288947,1.1294173194081811,inf
62,0.08671725541353226,11.822460835509139,0.32622454308093995,inf
63,0.25884905457496643,124.86606701479548,1.1941005221932115,inf
64,0.19254513084888458,37.685814621409925,0.5688046127067015,inf
